Id;EDT;Nombre;Comienzo;Fin;Duracion;Programado;Real;Nivel_de_esquema
531;1.1.1.2.1.3.3.5.2.5;Sector 5;18-02-22;25-02-22;6 días;0;0;10
532;1.1.1.2.1.3.3.5.2.5.1;Moldaje;18-02-22;22-02-22;3 días;0;0;11
533;1.1.1.2.1.3.3.5.2.5.2;Enfierradura;23-02-22;24-02-22;2 días;0;0;11
534;1.1.1.2.1.3.3.5.2.5.3;Hormigon;24-02-22;24-02-22;1 día;0;0;11
535;1.1.1.2.1.3.3.5.2.5.4;Descimbre;25-02-22;25-02-22;1 día;0;0;11
536;1.1.1.2.1.3.3.6;Piso 6;28-01-22;11-03-22;31 días;16,19;0;8
537;1.1.1.2.1.3.3.6.1;Muro;28-01-22;04-03-22;26 días;20;0;9
538;1.1.1.2.1.3.3.6.1.1;Sector 1;28-01-22;03-02-22;5 días;100;0;10
539;1.1.1.2.1.3.3.6.1.1.1;Enfierradura;28-01-22;01-02-22;3 días;100;0;11
540;1.1.1.2.1.3.3.6.1.1.2;Moldaje;01-02-22;02-02-22;2 días;100;0;11
541;1.1.1.2.1.3.3.6.1.1.3;Hormigon;02-02-22;02-02-22;1 día;100;0;11
542;1.1.1.2.1.3.3.6.1.1.4;Descimbre;03-02-22;03-02-22;1 día;100;0;11
543;1.1.1.2.1.3.3.6.1.2;Sector 2;02-02-22;08-02-22;5 días;85,7;0;10
544;1.1.1.2.1.3.3.6.1.2.1;Enfierradura;02-02-22;04-02-22;3 días;100;0;11
545;1.1.1.2.1.3.3.6.1.2.2;Moldaje;04-02-22;07-02-22;2 días;100;0;11
546;1.1.1.2.1.3.3.6.1.2.3;Hormigon;07-02-22;07-02-22;1 día;100;0;11
547;1.1.1.2.1.3.3.6.1.2.4;Descimbre;08-02-22;08-02-22;1 día;0;0;11
548;1.1.1.2.1.3.3.6.1.3;Sector 3;07-02-22;11-02-22;5 días;14,3;0;10
549;1.1.1.2.1.3.3.6.1.3.1;Enfierradura;07-02-22;09-02-22;3 días;33,33;0;11
550;1.1.1.2.1.3.3.6.1.3.2;Moldaje;09-02-22;10-02-22;2 días;0;0;11
551;1.1.1.2.1.3.3.6.1.3.3;Hormigon;10-02-22;10-02-22;1 día;0;0;11
552;1.1.1.2.1.3.3.6.1.3.4;Descimbre;11-02-22;11-02-22;1 día;0;0;11
553;1.1.1.2.1.3.3.6.1.4;Sector 4;10-02-22;16-02-22;5 días;0;0;10
554;1.1.1.2.1.3.3.6.1.4.1;Enfierradura Muro;10-02-22;14-02-22;3 días;0;0;11
555;1.1.1.2.1.3.3.6.1.4.2;Moldaje Muro;14-02-22;15-02-22;2 días;0;0;11
556;1.1.1.2.1.3.3.6.1.4.3;Hormigon Muro;15-02-22;15-02-22;1 día;0;0;11
557;1.1.1.2.1.3.3.6.1.4.4;Descimbre Muro;16-02-22;16-02-22;1 día;0;0;11
558;1.1.1.2.1.3.3.6.1.4.5;Enfierradura Escala;10-02-22;14-02-22;3 días;0;0;11
559;1.1.1.2.1.3.3.6.1.4.6;Moldaje Escala;14-02-22;15-02-22;2 días;0;0;11
560;1.1.1.2.1.3.3.6.1.4.7;Hormigon Escala;15-02-22;15-02-22;1 día;0;0;11
561;1.1.1.2.1.3.3.6.1.4.8;Descimbre Escala;16-02-22;16-02-22;1 día;0;0;11
562;1.1.1.2.1.3.3.6.1.5;Sector 5;15-02-22;21-02-22;5 días;0;0;10
563;1.1.1.2.1.3.3.6.1.5.1;Enfierradura Muro;15-02-22;17-02-22;3 días;0;0;11
564;1.1.1.2.1.3.3.6.1.5.2;Moldaje Muro;17-02-22;18-02-22;2 días;0;0;11
565;1.1.1.2.1.3.3.6.1.5.3;Hormigon Muro;18-02-22;18-02-22;1 día;0;0;11
566;1.1.1.2.1.3.3.6.1.5.4;Descimbre Muro;21-02-22;21-02-22;1 día;0;0;11
567;1.1.1.2.1.3.3.6.1.5.5;Enfierradura Escala;15-02-22;17-02-22;3 días;0;0;11
568;1.1.1.2.1.3.3.6.1.5.6;Moldaje Escala;17-02-22;18-02-22;2 días;0;0;11
569;1.1.1.2.1.3.3.6.1.5.7;Hormigon Escala;18-02-22;18-02-22;1 día;0;0;11
570;1.1.1.2.1.3.3.6.1.5.8;Descimbre Escala;21-02-22;21-02-22;1 día;0;0;11
571;1.1.1.2.1.3.3.6.1.6;Sector 6;18-02-22;24-02-22;5 días;0;0;10
572;1.1.1.2.1.3.3.6.1.6.1;Enfierradura;18-02-22;22-02-22;3 días;0;0;11
573;1.1.1.2.1.3.3.6.1.6.2;Moldaje;22-02-22;23-02-22;2 días;0;0;11
574;1.1.1.2.1.3.3.6.1.6.3;Hormigon;23-02-22;23-02-22;1 día;0;0;11
575;1.1.1.2.1.3.3.6.1.6.4;Descimbre;24-02-22;24-02-22;1 día;0;0;11
576;1.1.1.2.1.3.3.6.1.7;Sector 7;23-02-22;01-03-22;5 días;0;0;10
577;1.1.1.2.1.3.3.6.1.7.1;Enfierradura;23-02-22;25-02-22;3 días;0;0;11
578;1.1.1.2.1.3.3.6.1.7.2;Moldaje;25-02-22;28-02-22;2 días;0;0;11
579;1.1.1.2.1.3.3.6.1.7.3;Hormigon;28-02-22;28-02-22;1 día;0;0;11
580;1.1.1.2.1.3.3.6.1.7.4;Descimbre;01-03-22;01-03-22;1 día;0;0;11
581;1.1.1.2.1.3.3.6.1.8;Sector 8;28-02-22;04-03-22;5 días;0;0;10
582;1.1.1.2.1.3.3.6.1.8.1;Enfierradura;28-02-22;02-03-22;3 días;0;0;11
583;1.1.1.2.1.3.3.6.1.8.2;Moldaje;02-03-22;03-03-22;2 días;0;0;11
584;1.1.1.2.1.3.3.6.1.8.3;Hormigon;03-03-22;03-03-22;1 día;0;0;11
585;1.1.1.2.1.3.3.6.1.8.4;Descimbre;04-03-22;04-03-22;1 día;0;0;11
586;1.1.1.2.1.3.3.6.2;Losa ;03-02-22;11-03-22;27 días;8,57;0;9
587;1.1.1.2.1.3.3.6.2.1;Sector 1;03-02-22;10-02-22;6 días;42,87;0;10
588;1.1.1.2.1.3.3.6.2.1.1;Moldaje;03-02-22;07-02-22;3 días;100;0;11
589;1.1.1.2.1.3.3.6.2.1.2;Enfierradura;08-02-22;09-02-22;2 días;0;0;11
590;1.1.1.2.1.3.3.6.2.1.3;Hormigon;09-02-22;09-02-22;1 día;0;0;11
591;1.1.1.2.1.3.3.6.2.1.4;Descimbre;10-02-22;10-02-22;1 día;0;0;11
592;1.1.1.2.1.3.3.6.2.2;Sector 2;08-02-22;15-02-22;6 días;0;0;10
593;1.1.1.2.1.3.3.6.2.2.1;Moldaje;08-02-22;10-02-22;3 días;0;0;11
594;1.1.1.2.1.3.3.6.2.2.2;Enfierradura;11-02-22;14-02-22;2 días;0;0;11
595;1.1.1.2.1.3.3.6.2.2.3;Hormigon;14-02-22;14-02-22;1 día;0;0;11
596;1.1.1.2.1.3.3.6.2.2.4;Descimbre;15-02-22;15-02-22;1 día;0;0;11
597;1.1.1.2.1.3.3.6.2.3;Sector 3;11-02-22;18-02-22;6 días;0;0;10
598;1.1.1.2.1.3.3.6.2.3.1;Moldaje;11-02-22;15-02-22;3 días;0;0;11
599;1.1.1.2.1.3.3.6.2.3.2;Enfierradura;16-02-22;17-02-22;2 días;0;0;11
600;1.1.1.2.1.3.3.6.2.3.3;Hormigon;17-02-22;17-02-22;1 día;0;0;11
601;1.1.1.2.1.3.3.6.2.3.4;Descimbre;18-02-22;18-02-22;1 día;0;0;11
602;1.1.1.2.1.3.3.6.2.4;Sector 4;16-02-22;23-02-22;6 días;0;0;10
603;1.1.1.2.1.3.3.6.2.4.1;Moldaje;16-02-22;18-02-22;3 días;0;0;11
604;1.1.1.2.1.3.3.6.2.4.2;Enfierradura;21-02-22;22-02-22;2 días;0;0;11
605;1.1.1.2.1.3.3.6.2.4.3;Hormigon;22-02-22;22-02-22;1 día;0;0;11
606;1.1.1.2.1.3.3.6.2.4.4;Descimbre;23-02-22;23-02-22;1 día;0;0;11
607;1.1.1.2.1.3.3.6.2.5;Sector 5;04-03-22;11-03-22;6 días;0;0;10
608;1.1.1.2.1.3.3.6.2.5.1;Moldaje;04-03-22;08-03-22;3 días;0;0;11
609;1.1.1.2.1.3.3.6.2.5.2;Enfierradura;09-03-22;10-03-22;2 días;0;0;11
610;1.1.1.2.1.3.3.6.2.5.3;Hormigon;10-03-22;10-03-22;1 día;0;0;11
611;1.1.1.2.1.3.3.6.2.5.4;Descimbre;11-03-22;11-03-22;1 día;0;0;11
612;1.1.1.2.1.3.3.7;Piso 7;11-02-22;25-03-22;31 días;0;0;8
613;1.1.1.2.1.3.3.7.1;Muro;11-02-22;18-03-22;26 días;0;0;9
614;1.1.1.2.1.3.3.7.1.1;Sector 1;11-02-22;17-02-22;5 días;0;0;10
615;1.1.1.2.1.3.3.7.1.1.1;Enfierradura;11-02-22;15-02-22;3 días;0;0;11
616;1.1.1.2.1.3.3.7.1.1.2;Moldaje;15-02-22;16-02-22;2 días;0;0;11
617;1.1.1.2.1.3.3.7.1.1.3;Hormigon;16-02-22;16-02-22;1 día;0;0;11
618;1.1.1.2.1.3.3.7.1.1.4;Descimbre;17-02-22;17-02-22;1 día;0;0;11
619;1.1.1.2.1.3.3.7.1.2;Sector 2;16-02-22;22-02-22;5 días;0;0;10
620;1.1.1.2.1.3.3.7.1.2.1;Enfierradura;16-02-22;18-02-22;3 días;0;0;11
621;1.1.1.2.1.3.3.7.1.2.2;Moldaje;18-02-22;21-02-22;2 días;0;0;11
622;1.1.1.2.1.3.3.7.1.2.3;Hormigon;21-02-22;21-02-22;1 día;0;0;11
623;1.1.1.2.1.3.3.7.1.2.4;Descimbre;22-02-22;22-02-22;1 día;0;0;11
624;1.1.1.2.1.3.3.7.1.3;Sector 3;21-02-22;25-02-22;5 días;0;0;10
625;1.1.1.2.1.3.3.7.1.3.1;Enfierradura;21-02-22;23-02-22;3 días;0;0;11
626;1.1.1.2.1.3.3.7.1.3.2;Moldaje;23-02-22;24-02-22;2 días;0;0;11
627;1.1.1.2.1.3.3.7.1.3.3;Hormigon;24-02-22;24-02-22;1 día;0;0;11
628;1.1.1.2.1.3.3.7.1.3.4;Descimbre;25-02-22;25-02-22;1 día;0;0;11
629;1.1.1.2.1.3.3.7.1.4;Sector 4;24-02-22;02-03-22;5 días;0;0;10
630;1.1.1.2.1.3.3.7.1.4.1;Enfierradura Muro;24-02-22;28-02-22;3 días;0;0;11
631;1.1.1.2.1.3.3.7.1.4.2;Moldaje Muro;28-02-22;01-03-22;2 días;0;0;11
632;1.1.1.2.1.3.3.7.1.4.3;Hormigon Muro;01-03-22;01-03-22;1 día;0;0;11
633;1.1.1.2.1.3.3.7.1.4.4;Descimbre Muro;02-03-22;02-03-22;1 día;0;0;11
634;1.1.1.2.1.3.3.7.1.4.5;Enfierradura Escala;24-02-22;28-02-22;3 días;0;0;11
635;1.1.1.2.1.3.3.7.1.4.6;Moldaje Escala;28-02-22;01-03-22;2 días;0;0;11
636;1.1.1.2.1.3.3.7.1.4.7;Hormigon Escala;01-03-22;01-03-22;1 día;0;0;11
637;1.1.1.2.1.3.3.7.1.4.8;Descimbre Escala;02-03-22;02-03-22;1 día;0;0;11
638;1.1.1.2.1.3.3.7.1.5;Sector 5;01-03-22;07-03-22;5 días;0;0;10
639;1.1.1.2.1.3.3.7.1.5.1;Enfierradura Muro;01-03-22;03-03-22;3 días;0;0;11
640;1.1.1.2.1.3.3.7.1.5.2;Moldaje Muro;03-03-22;04-03-22;2 días;0;0;11
641;1.1.1.2.1.3.3.7.1.5.3;Hormigon Muro;04-03-22;04-03-22;1 día;0;0;11
642;1.1.1.2.1.3.3.7.1.5.4;Descimbre Muro;07-03-22;07-03-22;1 día;0;0;11
643;1.1.1.2.1.3.3.7.1.5.5;Enfierradura Escala;01-03-22;03-03-22;3 días;0;0;11
644;1.1.1.2.1.3.3.7.1.5.6;Moldaje Escala;03-03-22;04-03-22;2 días;0;0;11
645;1.1.1.2.1.3.3.7.1.5.7;Hormigon Escala;04-03-22;04-03-22;1 día;0;0;11
646;1.1.1.2.1.3.3.7.1.5.8;Descimbre Escala;07-03-22;07-03-22;1 día;0;0;11
647;1.1.1.2.1.3.3.7.1.6;Sector 6;04-03-22;10-03-22;5 días;0;0;10
648;1.1.1.2.1.3.3.7.1.6.1;Enfierradura;04-03-22;08-03-22;3 días;0;0;11
649;1.1.1.2.1.3.3.7.1.6.2;Moldaje;08-03-22;09-03-22;2 días;0;0;11
650;1.1.1.2.1.3.3.7.1.6.3;Hormigon;09-03-22;09-03-22;1 día;0;0;11
651;1.1.1.2.1.3.3.7.1.6.4;Descimbre;10-03-22;10-03-22;1 día;0;0;11
652;1.1.1.2.1.3.3.7.1.7;Sector 7;09-03-22;15-03-22;5 días;0;0;10
653;1.1.1.2.1.3.3.7.1.7.1;Enfierradura;09-03-22;11-03-22;3 días;0;0;11
654;1.1.1.2.1.3.3.7.1.7.2;Moldaje;11-03-22;14-03-22;2 días;0;0;11
655;1.1.1.2.1.3.3.7.1.7.3;Hormigon;14-03-22;14-03-22;1 día;0;0;11
656;1.1.1.2.1.3.3.7.1.7.4;Descimbre;15-03-22;15-03-22;1 día;0;0;11
657;1.1.1.2.1.3.3.7.1.8;Sector 8;14-03-22;18-03-22;5 días;0;0;10
658;1.1.1.2.1.3.3.7.1.8.1;Enfierradura;14-03-22;16-03-22;3 días;0;0;11
659;1.1.1.2.1.3.3.7.1.8.2;Moldaje;16-03-22;17-03-22;2 días;0;0;11
660;1.1.1.2.1.3.3.7.1.8.3;Hormigon;17-03-22;17-03-22;1 día;0;0;11
661;1.1.1.2.1.3.3.7.1.8.4;Descimbre;18-03-22;18-03-22;1 día;0;0;11
662;1.1.1.2.1.3.3.7.2;Losa ;17-02-22;25-03-22;27 días;0;0;9
663;1.1.1.2.1.3.3.7.2.1;Sector 1;17-02-22;24-02-22;6 días;0;0;10
664;1.1.1.2.1.3.3.7.2.1.1;Moldaje;17-02-22;21-02-22;3 días;0;0;11
665;1.1.1.2.1.3.3.7.2.1.2;Enfierradura;22-02-22;23-02-22;2 días;0;0;11
666;1.1.1.2.1.3.3.7.2.1.3;Hormigon;23-02-22;23-02-22;1 día;0;0;11
667;1.1.1.2.1.3.3.7.2.1.4;Descimbre;24-02-22;24-02-22;1 día;0;0;11
668;1.1.1.2.1.3.3.7.2.2;Sector 2;22-02-22;01-03-22;6 días;0;0;10
669;1.1.1.2.1.3.3.7.2.2.1;Moldaje;22-02-22;24-02-22;3 días;0;0;11
670;1.1.1.2.1.3.3.7.2.2.2;Enfierradura;25-02-22;28-02-22;2 días;0;0;11
671;1.1.1.2.1.3.3.7.2.2.3;Hormigon;28-02-22;28-02-22;1 día;0;0;11
672;1.1.1.2.1.3.3.7.2.2.4;Descimbre;01-03-22;01-03-22;1 día;0;0;11
673;1.1.1.2.1.3.3.7.2.3;Sector 3;25-02-22;04-03-22;6 días;0;0;10
674;1.1.1.2.1.3.3.7.2.3.1;Moldaje;25-02-22;01-03-22;3 días;0;0;11
675;1.1.1.2.1.3.3.7.2.3.2;Enfierradura;02-03-22;03-03-22;2 días;0;0;11
676;1.1.1.2.1.3.3.7.2.3.3;Hormigon;03-03-22;03-03-22;1 día;0;0;11
677;1.1.1.2.1.3.3.7.2.3.4;Descimbre;04-03-22;04-03-22;1 día;0;0;11
678;1.1.1.2.1.3.3.7.2.4;Sector 4;02-03-22;09-03-22;6 días;0;0;10
679;1.1.1.2.1.3.3.7.2.4.1;Moldaje;02-03-22;04-03-22;3 días;0;0;11
680;1.1.1.2.1.3.3.7.2.4.2;Enfierradura;07-03-22;08-03-22;2 días;0;0;11
681;1.1.1.2.1.3.3.7.2.4.3;Hormigon;08-03-22;08-03-22;1 día;0;0;11
682;1.1.1.2.1.3.3.7.2.4.4;Descimbre;09-03-22;09-03-22;1 día;0;0;11
683;1.1.1.2.1.3.3.7.2.5;Sector 5;18-03-22;25-03-22;6 días;0;0;10
684;1.1.1.2.1.3.3.7.2.5.1;Moldaje;18-03-22;22-03-22;3 días;0;0;11
685;1.1.1.2.1.3.3.7.2.5.2;Enfierradura;23-03-22;24-03-22;2 días;0;0;11
686;1.1.1.2.1.3.3.7.2.5.3;Hormigon;24-03-22;24-03-22;1 día;0;0;11
687;1.1.1.2.1.3.3.7.2.5.4;Descimbre;25-03-22;25-03-22;1 día;0;0;11
688;1.1.1.2.1.3.3.8;Coronacion;15-03-22;05-04-22;16 días;0;0;8
689;1.1.1.2.1.3.3.8.1;Muro;15-03-22;01-04-22;14 días;0;0;9
690;1.1.1.2.1.3.3.8.1.1;Sector 1;15-03-22;21-03-22;5 días;0;0;10
691;1.1.1.2.1.3.3.8.1.1.1;Enfierradura;15-03-22;17-03-22;3 días;0;0;11
692;1.1.1.2.1.3.3.8.1.1.2;Moldaje;17-03-22;18-03-22;2 días;0;0;11
693;1.1.1.2.1.3.3.8.1.1.3;Hormigon;18-03-22;18-03-22;1 día;0;0;11
694;1.1.1.2.1.3.3.8.1.1.4;Descimbre;21-03-22;21-03-22;1 día;0;0;11
695;1.1.1.2.1.3.3.8.1.2;Sector 2;18-03-22;24-03-22;5 días;0;0;10
696;1.1.1.2.1.3.3.8.1.2.1;Enfierradura;18-03-22;22-03-22;3 días;0;0;11
697;1.1.1.2.1.3.3.8.1.2.2;Moldaje;22-03-22;23-03-22;2 días;0;0;11
698;1.1.1.2.1.3.3.8.1.2.3;Hormigon;23-03-22;23-03-22;1 día;0;0;11
699;1.1.1.2.1.3.3.8.1.2.4;Descimbre;24-03-22;24-03-22;1 día;0;0;11
700;1.1.1.2.1.3.3.8.1.3;Sector 3;23-03-22;29-03-22;5 días;0;0;10
701;1.1.1.2.1.3.3.8.1.3.1;Enfierradura;23-03-22;25-03-22;3 días;0;0;11
702;1.1.1.2.1.3.3.8.1.3.2;Moldaje;25-03-22;28-03-22;2 días;0;0;11
703;1.1.1.2.1.3.3.8.1.3.3;Hormigon;28-03-22;28-03-22;1 día;0;0;11
704;1.1.1.2.1.3.3.8.1.3.4;Descimbre;29-03-22;29-03-22;1 día;0;0;11
705;1.1.1.2.1.3.3.8.1.4;Sector 4;28-03-22;01-04-22;5 días;0;0;10
706;1.1.1.2.1.3.3.8.1.4.1;Enfierradura;28-03-22;30-03-22;3 días;0;0;11
707;1.1.1.2.1.3.3.8.1.4.2;Moldaje;30-03-22;31-03-22;2 días;0;0;11
708;1.1.1.2.1.3.3.8.1.4.3;Hormigon;31-03-22;31-03-22;1 día;0;0;11
709;1.1.1.2.1.3.3.8.1.4.4;Descimbre;01-04-22;01-04-22;1 día;0;0;11
710;1.1.1.2.1.3.3.8.2;Losa;22-03-22;05-04-22;11 días;0;0;9
711;1.1.1.2.1.3.3.8.2.1;Sector 1;22-03-22;25-03-22;4 días;0;0;10
712;1.1.1.2.1.3.3.8.2.1.1;Moldaje;22-03-22;24-03-22;3 días;0;0;11
713;1.1.1.2.1.3.3.8.2.1.2;Enfierradura;23-03-22;24-03-22;2 días;0;0;11
714;1.1.1.2.1.3.3.8.2.1.3;Hormigon;24-03-22;24-03-22;1 día;0;0;11
715;1.1.1.2.1.3.3.8.2.1.4;Descimbre;25-03-22;25-03-22;1 día;0;0;11
716;1.1.1.2.1.3.3.8.2.2;Sector 2;28-03-22;31-03-22;4 días;0;0;10
717;1.1.1.2.1.3.3.8.2.2.1;Moldaje;28-03-22;30-03-22;3 días;0;0;11
718;1.1.1.2.1.3.3.8.2.2.2;Enfierradura;29-03-22;30-03-22;2 días;0;0;11
719;1.1.1.2.1.3.3.8.2.2.3;Hormigon;30-03-22;30-03-22;1 día;0;0;11
720;1.1.1.2.1.3.3.8.2.2.4;Descimbre;31-03-22;31-03-22;1 día;0;0;11
721;1.1.1.2.1.3.3.8.2.3;Sector 3;31-03-22;05-04-22;4 días;0;0;10
722;1.1.1.2.1.3.3.8.2.3.1;Moldaje;31-03-22;04-04-22;3 días;0;0;11
723;1.1.1.2.1.3.3.8.2.3.2;Enfierradura;01-04-22;04-04-22;2 días;0;0;11
724;1.1.1.2.1.3.3.8.2.3.3;Hormigon;04-04-22;04-04-22;1 día;0;0;11
725;1.1.1.2.1.3.3.8.2.3.4;Descimbre;05-04-22;05-04-22;1 día;0;0;11
726;1.1.1.2.2;TERMINACIONES;23-12-21;30-09-22;198 días;2,81;0,06;5
727;1.1.1.2.2.1;Piso 1 - Locales Comerciales;23-12-21;12-04-22;79 días;41,06;1,24;6
728;1.1.1.2.2.1.1;Sector 1 (local 1, 2, 3,4);23-12-21;01-03-22;49 días;67,68;2,83;7
729;1.1.1.2.2.1.1.1;Fase 1;23-12-21;13-01-22;16 días;100;9,03;8
730;1.1.1.2.2.1.1.1.1;Radier;23-12-21;31-12-21;7 días;100;0;9
731;1.1.1.2.2.1.1.1.2;Descarachado Muros y Cielos;24-12-21;03-01-22;7 días;100;40;9
732;1.1.1.2.2.1.1.1.3;Decargas ALC;27-12-21;29-12-21;3 días;100;0;9
733;1.1.1.2.2.1.1.1.4;Trazado de Tabiques;04-01-22;05-01-22;2 días;100;0;9
734;1.1.1.2.2.1.1.1.5;Rinconeo y Maquillaje de Muros;04-01-22;07-01-22;4 días;100;0;9
735;1.1.1.2.2.1.1.1.6;Maquillaje de Cielos;04-01-22;13-01-22;8 días;100;0;9
736;1.1.1.2.2.1.1.2;Fase 2;05-01-22;01-02-22;20 días;100;0;8
737;1.1.1.2.2.1.1.2.1;Estructura Tabique;05-01-22;12-01-22;6 días;100;0;9
738;1.1.1.2.2.1.1.2.2;1era Cara Tabique;10-01-22;13-01-22;4 días;100;0;9
739;1.1.1.2.2.1.1.2.3;Instalaciones;10-01-22;18-01-22;7 días;100;0;9
740;1.1.1.2.2.1.1.2.4;2da Cara Tabique;13-01-22;19-01-22;5 días;100;0;9
741;1.1.1.2.2.1.1.2.5;Huincha de Tabiques y cuadratura de Cajas;20-01-22;31-01-22;8 días;100;0;9
742;1.1.1.2.2.1.1.2.6;Recepcion;01-02-22;01-02-22;1 día;100;0;9
743;1.1.1.2.2.1.1.3;Fase 3;02-02-22;11-02-22;8 días;50;0;8
744;1.1.1.2.2.1.1.3.1;Cortinas Metalicas;02-02-22;03-02-22;2 días;100;0;9
745;1.1.1.2.2.1.1.3.2;Pintura;04-02-22;11-02-22;6 días;33,33;0;9
746;1.1.1.2.2.1.1.4;Fase 4;07-02-22;01-03-22;17 días;3,45;0;8
747;1.1.1.2.2.1.1.4.1;Artefactos;07-02-22;08-02-22;2 días;50;0;9
748;1.1.1.2.2.1.1.4.2;Muebles de Baño;08-02-22;08-02-22;1 día;0;0;9
749;1.1.1.2.2.1.1.4.3;Quincalleria;09-02-22;10-02-22;2 días;0;0;9
750;1.1.1.2.2.1.1.4.4;Accesorios;14-02-22;17-02-22;4 días;0;0;9
751;1.1.1.2.2.1.1.4.5;Aseo;14-02-22;01-03-22;12 días;0;0;9
752;1.1.1.2.2.1.1.4.6;R1;15-02-22;24-02-22;8 días;0;0;9
753;1.1.1.2.2.1.2;Sector 2 (local 5,6,7,8);06-01-22;15-03-22;49 días;56,56;1,41;7
754;1.1.1.2.2.1.2.1;Fase 1;06-01-22;27-01-22;16 días;100;4,51;8
755;1.1.1.2.2.1.2.1.1;Radier;06-01-22;14-01-22;7 días;100;0;9
756;1.1.1.2.2.1.2.1.2;Descarachado Muros y Cielos;07-01-22;17-01-22;7 días;100;20;9
757;1.1.1.2.2.1.2.1.3;Decargas ALC;10-01-22;12-01-22;3 días;100;0;9
758;1.1.1.2.2.1.2.1.4;Trazado de Tabiques;18-01-22;19-01-22;2 días;100;0;9
759;1.1.1.2.2.1.2.1.5;Rinconeo y Maquillaje de Muros;18-01-22;21-01-22;4 días;100;0;9
760;1.1.1.2.2.1.2.1.6;Maquillaje de Cielos;18-01-22;27-01-22;8 días;100;0;9
761;1.1.1.2.2.1.2.2;Fase 2;19-01-22;15-02-22;20 días;80,65;0;8
762;1.1.1.2.2.1.2.2.1;Estructura Tabique;19-01-22;26-01-22;6 días;100;0;9
763;1.1.1.2.2.1.2.2.2;1era Cara Tabique;24-01-22;27-01-22;4 días;100;0;9
764;1.1.1.2.2.1.2.2.3;Instalaciones;24-01-22;01-02-22;7 días;100;0;9
765;1.1.1.2.2.1.2.2.4;2da Cara Tabique;27-01-22;02-02-22;5 días;100;0;9
766;1.1.1.2.2.1.2.2.5;Huincha de Tabiques y cuadratura de Cajas;03-02-22;14-02-22;8 días;37,5;0;9
767;1.1.1.2.2.1.2.2.6;Recepcion;15-02-22;15-02-22;1 día;0;0;9
768;1.1.1.2.2.1.2.3;Fase 3;16-02-22;25-02-22;8 días;0;0;8
769;1.1.1.2.2.1.2.3.1;Cortinas Metalicas;16-02-22;17-02-22;2 días;0;0;9
770;1.1.1.2.2.1.2.3.2;Pintura;18-02-22;25-02-22;6 días;0;0;9
771;1.1.1.2.2.1.2.4;Fase 4;23-02-22;15-03-22;15 días;0;0;8
772;1.1.1.2.2.1.2.4.1;Artefactos;23-02-22;24-02-22;2 días;0;0;9
773;1.1.1.2.2.1.2.4.2;Muebles de Baño;24-02-22;24-02-22;1 día;0;0;9
774;1.1.1.2.2.1.2.4.3;Quincalleria;25-02-22;28-02-22;2 días;0;0;9
775;1.1.1.2.2.1.2.4.4;Accesorios;28-02-22;03-03-22;4 días;0;0;9
776;1.1.1.2.2.1.2.4.5;Aseo;28-02-22;15-03-22;12 días;0;0;9
777;1.1.1.2.2.1.2.4.6;R1;01-03-22;10-03-22;8 días;0;0;9
778;1.1.1.2.2.1.3;Sector 3 (local 9,10,11,12);20-01-22;29-03-22;49 días;34,34;0,71;7
779;1.1.1.2.2.1.3.1;Fase 1;20-01-22;10-02-22;16 días;90,32;2,26;8
780;1.1.1.2.2.1.3.1.1;Radier;20-01-22;28-01-22;7 días;100;0;9
781;1.1.1.2.2.1.3.1.2;Descarachado Muros y Cielos;21-01-22;31-01-22;7 días;100;10;9
782;1.1.1.2.2.1.3.1.3;Decargas ALC;24-01-22;26-01-22;3 días;100;0;9
783;1.1.1.2.2.1.3.1.4;Trazado de Tabiques;01-02-22;02-02-22;2 días;100;0;9
784;1.1.1.2.2.1.3.1.5;Rinconeo y Maquillaje de Muros;01-02-22;04-02-22;4 días;100;0;9
785;1.1.1.2.2.1.3.1.6;Maquillaje de Cielos;01-02-22;10-02-22;8 días;62,5;0;9
786;1.1.1.2.2.1.3.2;Fase 2;02-02-22;01-03-22;20 días;19,35;0;8
787;1.1.1.2.2.1.3.2.1;Estructura Tabique;02-02-22;09-02-22;6 días;66,67;0;9
788;1.1.1.2.2.1.3.2.2;1era Cara Tabique;07-02-22;10-02-22;4 días;25;0;9
789;1.1.1.2.2.1.3.2.3;Instalaciones;07-02-22;15-02-22;7 días;14,29;0;9
790;1.1.1.2.2.1.3.2.4;2da Cara Tabique;10-02-22;16-02-22;5 días;0;0;9
791;1.1.1.2.2.1.3.2.5;Huincha de Tabiques y cuadratura de Cajas;17-02-22;28-02-22;8 días;0;0;9
792;1.1.1.2.2.1.3.2.6;Recepcion;01-03-22;01-03-22;1 día;0;0;9
793;1.1.1.2.2.1.3.3;Fase 3;02-03-22;11-03-22;8 días;0;0;8
794;1.1.1.2.2.1.3.3.1;Cortinas Metalicas;02-03-22;03-03-22;2 días;0;0;9
795;1.1.1.2.2.1.3.3.2;Pintura;04-03-22;11-03-22;6 días;0;0;9
796;1.1.1.2.2.1.3.4;Fase 4;07-03-22;29-03-22;17 días;0;0;8
797;1.1.1.2.2.1.3.4.1;Artefactos;07-03-22;08-03-22;2 días;0;0;9
798;1.1.1.2.2.1.3.4.2;Muebles de Baño;08-03-22;08-03-22;1 día;0;0;9
799;1.1.1.2.2.1.3.4.3;Quincalleria;09-03-22;10-03-22;2 días;0;0;9
